,Unnamed: 0,Messstelle,Gewässer,Datum Zeit,Wasser­stand [cm],Änderung seit 2 Std. [cm],Abfluss [m³/s],Melde­stufe,Jähr­lichkeit,Vorher­sage
9017,25,Leutstetten,Würm,2021-08-20 17:00:00,151,0,714,0,---,
9018,26,Hohenkammer,Glonn,2021-08-20 17:00:00,42,0,254,0,---,
9019,27,Berg,Sempt,2021-08-20 17:00:00,64,0,348,0,---,
9020,28,Eschenlohe Brücke,Loisach,2021-08-20 17:00:00,142,0,198,0,---,
9021,29,Starnberg,Starnberger See,2021-08-20 17:00:00,58451,1,---,0,---,
9022,30,Eching,Windach,2021-08-20 17:00:00,71,-1,089,0,---,
9023,31,Oberfinning Speicherabgabe,Windach,2021-08-20 17:00:00,25,0,044,0,---,
9024,0,Sylvenstein,Isar,2021-08-20 18:00:00,256,0,192,0,---,
9025,1,Lenggries,Isar,2021-08-20 18:00:00,118,-1,228,0,---,
9026,2,Bad Tölz Brücke,Isar,2021-08-20 18:00:00,69,0,---,0,---,
9027,3,Puppling,Isar,2021-08-20 18:00:00,143,-2,545,0,---,
9028,4,München,Isar,2021-08-20 18:00:00,139,0,103,0,---,
9029,5,Freising,Isar,2021-08-20 18:00:00,45,1,260,0,---,
9030,6,Landshut Birket,Isar,2021-08-20 18:00:00,135,0,185,0,---,
9031,7,Landau,Isar,2021-08-20 18:00:00,124,0,215,0,---,
9032,8,Plattling,Isar,2021-08-20 18:00:00,201,-6,192,0,---,
9033,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-20 18:00:00,100,-1,841,0,---,
9034,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-20 18:00:00,158,0,269,0,---,
9035,11,Schlehdorf,Loisach,2021-08-20 18:00:00,113,0,247,0,---,
9036,12,Kochel,Loisach,2021-08-20 18:00:00,122,1,682,0,---,
9037,13,Beuerberg,Loisach,2021-08-20 18:00:00,342,1,625,0,---,
9038,14,Partenkirchen (alt),Partnach,2021-08-20 18:00:00,52,0,404,0,---,
9039,15,Stegen,Ammersee,2021-08-20 18:00:00,53310,1,---,0,---,
9040,16,Stegen,Amper,2021-08-20 18:00:00,135,0,289,0,---,
9041,17,Fürstenfeldbruck,Amper,2021-08-20 18:00:00,89,-1,316,0,---,
9042,18,Ampermoching,Amper,2021-08-20 18:00:00,215,-1,473,0,---,
9043,19,Inkofen,Amper,2021-08-20 18:00:00,115,-1,547,0,---,
9044,20,Oberammergau,Ammer,2021-08-20 18:00:00,50,1,410,0,---,
9045,21,Peißenberg,Ammer,2021-08-20 18:00:00,68,1,715,0,---,
9046,22,Weilheim,Ammer,2021-08-20 18:00:00,55,1,128,0,---,
9047,23,Raisting,Rott,2021-08-20 18:00:00,40,0,038,0,---,
9048,24,Oberfinning Seepegel,Windachspeicher,2021-08-20 18:00:00,62509,0,---,0,---,
9049,25,Leutstetten,Würm,2021-08-20 18:00:00,151,0,714,0,---,
9050,26,Hohenkammer,Glonn,2021-08-20 18:00:00,42,0,254,0,---,
9051,27,Berg,Sempt,2021-08-20 18:00:00,64,0,348,0,---,
9052,28,Eschenlohe Brücke,Loisach,2021-08-20 18:00:00,141,-1,193,0,---,
9053,29,Starnberg,Starnberger See,2021-08-20 18:00:00,58451,0,---,0,---,
9054,30,Eching,Windach,2021-08-20 18:00:00,74,0,108,0,---,
9055,31,Oberfinning Speicherabgabe,Windach,2021-08-20 18:00:00,25,0,044,0,---,
9056,0,Sylvenstein,Isar,2021-08-20 19:00:00,256,0,192,0,---,
9057,1,Lenggries,Isar,2021-08-20 19:00:00,118,0,228,0,---,
9058,2,Bad Tölz Brücke,Isar,2021-08-20 19:00:00,69,0,---,0,---,
9059,3,Puppling,Isar,2021-08-20 19:00:00,142,-2,535,0,---,
9060,4,München,Isar,2021-08-20 19:00:00,139,0,103,0,---,
9061,5,Freising,Isar,2021-08-20 19:00:00,45,1,260,0,---,
9062,6,Landshut Birket,Isar,2021-08-20 19:00:00,136,1,188,0,---,
9063,7,Landau,Isar,2021-08-20 19:00:00,124,1,215,0,---,
9064,8,Plattling,Isar,2021-08-20 19:00:00,201,-3,192,0,---,
9065,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-20 19:00:00,100,-1,841,0,---,
9066,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-20 19:00:00,158,0,269,0,---,
9067,11,Schlehdorf,Loisach,2021-08-20 19:00:00,112,-1,241,0,---,
9068,12,Kochel,Loisach,2021-08-20 19:00:00,123,2,688,0,---,
9069,13,Beuerberg,Loisach,2021-08-20 19:00:00,342,1,625,0,---,
9070,14,Partenkirchen (alt),Partnach,2021-08-20 19:00:00,54,1,450,0,---,
9071,15,Stegen,Ammersee,2021-08-20 19:00:00,53309,0,---,0,---,
9072,16,Stegen,Amper,2021-08-20 19:00:00,135,0,289,0,---,
9073,17,Fürstenfeldbruck,Amper,2021-08-20 19:00:00,89,-1,316,0,---,
9074,18,Ampermoching,Amper,2021-08-20 19:00:00,215,0,473,0,---,
9075,19,Inkofen,Amper,2021-08-20 19:00:00,115,0,547,0,---,
9076,20,Oberammergau,Ammer,2021-08-20 19:00:00,50,0,410,0,---,
9077,21,Peißenberg,Ammer,2021-08-20 19:00:00,67,0,679,0,---,
9078,22,Weilheim,Ammer,2021-08-20 19:00:00,54,0,124,0,---,
9079,23,Raisting,Rott,2021-08-20 19:00:00,40,0,038,0,---,
9080,24,Oberfinning Seepegel,Windachspeicher,2021-08-20 19:00:00,62509,0,---,0,---,
9081,25,Leutstetten,Würm,2021-08-20 19:00:00,150,-1,701,0,---,
9082,26,Hohenkammer,Glonn,2021-08-20 19:00:00,41,-1,243,0,---,
9083,27,Berg,Sempt,2021-08-20 19:00:00,64,0,348,0,---,
9084,28,Eschenlohe Brücke,Loisach,2021-08-20 19:00:00,141,-1,193,0,---,
9085,29,Starnberg,Starnberger See,2021-08-20 19:00:00,58451,0,---,0,---,
9086,30,Eching,Windach,2021-08-20 19:00:00,74,3,108,0,---,
9087,31,Oberfinning Speicherabgabe,Windach,2021-08-20 19:00:00,25,0,044,0,---,
9088,0,Sylvenstein,Isar,2021-08-20 20:00:00,256,0,192,0,---,
9089,1,Lenggries,Isar,2021-08-20 20:00:00,118,0,228,0,---,
9090,2,Bad Tölz Brücke,Isar,2021-08-20 20:00:00,69,0,---,0,---,
9091,3,Puppling,Isar,2021-08-20 20:00:00,141,-2,526,0,---,
9092,4,München,Isar,2021-08-20 20:00:00,139,0,103,0,---,
9093,5,Freising,Isar,2021-08-20 20:00:00,45,0,260,0,---,
9094,6,Landshut Birket,Isar,2021-08-20 20:00:00,135,0,185,0,---,
9095,7,Landau,Isar,2021-08-20 20:00:00,125,1,218,0,---,
9096,8,Plattling,Isar,2021-08-20 20:00:00,203,2,196,0,---,
9097,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-20 20:00:00,100,0,841,0,---,
9098,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-20 20:00:00,157,-1,264,0,---,
9099,11,Schlehdorf,Loisach,2021-08-20 20:00:00,112,-1,241,0,---,
9100,12,Kochel,Loisach,2021-08-20 20:00:00,124,2,694,0,---,
9101,13,Beuerberg,Loisach,2021-08-20 20:00:00,342,0,625,0,---,
9102,14,Partenkirchen (alt),Partnach,2021-08-20 20:00:00,52,0,404,0,---,
9103,15,Stegen,Ammersee,2021-08-20 20:00:00,53309,-1,---,0,---,
9104,16,Stegen,Amper,2021-08-20 20:00:00,135,0,289,0,---,
9105,17,Fürstenfeldbruck,Amper,2021-08-20 20:00:00,89,0,316,0,---,
9106,18,Ampermoching,Amper,2021-08-20 20:00:00,215,0,473,0,---,
9107,19,Inkofen,Amper,2021-08-20 20:00:00,115,0,547,0,---,
9108,20,Oberammergau,Ammer,2021-08-20 20:00:00,50,0,410,0,---,
9109,21,Peißenberg,Ammer,2021-08-20 20:00:00,67,-1,679,0,---,
9110,22,Weilheim,Ammer,2021-08-20 20:00:00,54,-1,124,0,---,
9111,23,Raisting,Rott,2021-08-20 20:00:00,39,-1,035,0,---,
9112,24,Oberfinning Seepegel,Windachspeicher,2021-08-20 20:00:00,62509,0,---,0,---,
9113,25,Leutstetten,Würm,2021-08-20 20:00:00,150,-1,701,0,---,
9114,26,Hohenkammer,Glonn,2021-08-20 20:00:00,41,-1,243,0,---,
9115,27,Berg,Sempt,2021-08-20 20:00:00,64,0,348,0,---,
9116,28,Eschenlohe Brücke,Loisach,2021-08-20 20:00:00,141,0,193,0,---,
9117,29,Starnberg,Starnberger See,2021-08-20 20:00:00,58450,-1,---,0,---,
9118,30,Eching,Windach,2021-08-20 20:00:00,71,-3,089,0,---,
9119,31,Oberfinning Speicherabgabe,Windach,2021-08-20 20:00:00,25,0,044,0,---,
9120,0,Sylvenstein,Isar,2021-08-20 21:00:00,256,0,192,0,---,
9121,1,Lenggries,Isar,2021-08-20 21:00:00,118,0,228,0,---,
9122,2,Bad Tölz Brücke,Isar,2021-08-20 21:00:00,69,0,---,0,---,
9123,3,Puppling,Isar,2021-08-20 21:00:00,141,-1,526,0,---,
9124,4,München,Isar,2021-08-20 21:00:00,139,0,103,0,---,
9125,5,Freising,Isar,2021-08-20 21:00:00,45,0,260,0,---,
9126,6,Landshut Birket,Isar,2021-08-20 21:00:00,135,-1,185,0,---,
9127,7,Landau,Isar,2021-08-20 21:00:00,123,-1,212,0,---,
9128,8,Plattling,Isar,2021-08-20 21:00:00,203,2,196,0,---,
9129,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-20 21:00:00,100,0,841,0,---,
9130,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-20 21:00:00,157,-1,264,0,---,
9131,11,Schlehdorf,Loisach,2021-08-20 21:00:00,112,0,241,0,---,
9132,12,Kochel,Loisach,2021-08-20 21:00:00,125,2,699,0,---,
9133,13,Beuerberg,Loisach,2021-08-20 21:00:00,342,0,625,0,---,
9134,14,Partenkirchen (alt),Partnach,2021-08-20 21:00:00,52,-2,404,0,---,
9135,15,Stegen,Ammersee,2021-08-20 21:00:00,53308,-1,---,0,---,
9136,16,Stegen,Amper,2021-08-20 21:00:00,135,0,289,0,---,
9137,17,Fürstenfeldbruck,Amper,2021-08-20 21:00:00,89,0,316,0,---,
9138,18,Ampermoching,Amper,2021-08-20 21:00:00,214,-1,468,0,---,
9139,19,Inkofen,Amper,2021-08-20 21:00:00,115,0,547,0,---,
9140,20,Oberammergau,Ammer,2021-08-20 21:00:00,50,0,410,0,---,
9141,21,Peißenberg,Ammer,2021-08-20 21:00:00,67,0,679,0,---,
9142,22,Weilheim,Ammer,2021-08-20 21:00:00,54,0,124,0,---,
9143,23,Raisting,Rott,2021-08-20 21:00:00,39,-1,035,0,---,
9144,24,Oberfinning Seepegel,Windachspeicher,2021-08-20 21:00:00,62509,0,---,0,---,
9145,25,Leutstetten,Würm,2021-08-20 21:00:00,150,0,701,0,---,
9146,26,Hohenkammer,Glonn,2021-08-20 21:00:00,41,0,243,0,---,
9147,27,Berg,Sempt,2021-08-20 21:00:00,64,0,348,0,---,
9148,28,Eschenlohe Brücke,Loisach,2021-08-20 21:00:00,141,0,193,0,---,
9149,29,Starnberg,Starnberger See,2021-08-20 21:00:00,58449,-2,---,0,---,
9150,30,Eching,Windach,2021-08-20 21:00:00,74,0,108,0,---,
9151,31,Oberfinning Speicherabgabe,Windach,2021-08-20 21:00:00,25,0,044,0,---,
9152,0,Sylvenstein,Isar,2021-08-20 22:00:00,255,-1,184,0,---,
9153,1,Lenggries,Isar,2021-08-20 22:00:00,118,0,228,0,---,
9154,2,Bad Tölz Brücke,Isar,2021-08-20 22:00:00,69,0,---,0,---,
9155,3,Puppling,Isar,2021-08-20 22:00:00,141,0,526,0,---,
9156,4,München,Isar,2021-08-20 22:00:00,139,0,103,0,---,
9157,5,Freising,Isar,2021-08-20 22:00:00,45,0,260,0,---,
9158,6,Landshut Birket,Isar,2021-08-20 22:00:00,135,0,185,0,---,
9159,7,Landau,Isar,2021-08-20 22:00:00,123,-2,212,0,---,
9160,8,Plattling,Isar,2021-08-20 22:00:00,203,0,196,0,---,
9161,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-20 22:00:00,100,0,841,0,---,
9162,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-20 22:00:00,157,0,264,0,---,
9163,11,Schlehdorf,Loisach,2021-08-20 22:00:00,111,-1,236,0,---,
9164,12,Kochel,Loisach,2021-08-20 22:00:00,126,2,705,0,---,
9165,13,Beuerberg,Loisach,2021-08-20 22:00:00,343,1,634,0,---,
9166,14,Partenkirchen (alt),Partnach,2021-08-20 22:00:00,52,0,404,0,---,
9167,15,Stegen,Ammersee,2021-08-20 22:00:00,53309,0,---,0,---,
9168,16,Stegen,Amper,2021-08-20 22:00:00,135,0,289,0,---,
9169,17,Fürstenfeldbruck,Amper,2021-08-20 22:00:00,88,-1,310,0,---,
9170,18,Ampermoching,Amper,2021-08-20 22:00:00,214,-1,468,0,---,
9171,19,Inkofen,Amper,2021-08-20 22:00:00,115,0,547,0,---,
9172,20,Oberammergau,Ammer,2021-08-20 22:00:00,50,0,410,0,---,
9173,21,Peißenberg,Ammer,2021-08-20 22:00:00,66,-1,645,0,---,
9174,22,Weilheim,Ammer,2021-08-20 22:00:00,53,-1,120,0,---,
9175,23,Raisting,Rott,2021-08-20 22:00:00,39,0,035,0,---,
9176,24,Oberfinning Seepegel,Windachspeicher,2021-08-20 22:00:00,62509,0,---,0,---,
9177,25,Leutstetten,Würm,2021-08-20 22:00:00,150,0,701,0,---,
9178,26,Hohenkammer,Glonn,2021-08-20 22:00:00,41,0,243,0,---,
9179,27,Berg,Sempt,2021-08-20 22:00:00,64,0,348,0,---,
9180,28,Eschenlohe Brücke,Loisach,2021-08-20 22:00:00,141,0,193,0,---,
9181,29,Starnberg,Starnberger See,2021-08-20 22:00:00,58450,0,---,0,---,
9182,30,Eching,Windach,2021-08-20 22:00:00,74,3,108,0,---,
9183,31,Oberfinning Speicherabgabe,Windach,2021-08-20 22:00:00,25,0,044,0,---,
9184,0,Sylvenstein,Isar,2021-08-20 23:00:00,256,0,192,0,---,
9185,1,Lenggries,Isar,2021-08-20 23:00:00,117,-1,220,0,---,
9186,2,Bad Tölz Brücke,Isar,2021-08-20 23:00:00,69,0,---,0,---,
9187,3,Puppling,Isar,2021-08-20 23:00:00,141,0,526,0,---,
9188,4,München,Isar,2021-08-20 23:00:00,140,1,104,0,---,
9189,5,Freising,Isar,2021-08-20 23:00:00,45,0,260,0,---,
9190,6,Landshut Birket,Isar,2021-08-20 23:00:00,135,0,185,0,---,
9191,7,Landau,Isar,2021-08-20 23:00:00,122,-1,209,0,---,
9192,8,Plattling,Isar,2021-08-20 23:00:00,201,-2,192,0,---,
9193,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-20 23:00:00,99,-1,812,0,---,
9194,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-20 23:00:00,157,0,264,0,---,
9195,11,Schlehdorf,Loisach,2021-08-20 23:00:00,111,-1,236,0,---,
9196,12,Kochel,Loisach,2021-08-20 23:00:00,127,2,711,0,---,
9197,13,Beuerberg,Loisach,2021-08-20 23:00:00,343,1,634,0,---,
9198,14,Partenkirchen (alt),Partnach,2021-08-20 23:00:00,52,0,404,0,---,
9199,15,Stegen,Ammersee,2021-08-20 23:00:00,53309,1,---,0,---,
9200,16,Stegen,Amper,2021-08-20 23:00:00,135,0,289,0,---,
9201,17,Fürstenfeldbruck,Amper,2021-08-20 23:00:00,89,0,316,0,---,
9202,18,Ampermoching,Amper,2021-08-20 23:00:00,213,-1,463,0,---,
9203,19,Inkofen,Amper,2021-08-20 23:00:00,114,-1,541,0,---,
9204,20,Oberammergau,Ammer,2021-08-20 23:00:00,50,0,410,0,---,
9205,21,Peißenberg,Ammer,2021-08-20 23:00:00,66,-1,645,0,---,
9206,22,Weilheim,Ammer,2021-08-20 23:00:00,53,-1,120,0,---,
9207,23,Raisting,Rott,2021-08-20 23:00:00,39,0,035,0,---,
9208,24,Oberfinning Seepegel,Windachspeicher,2021-08-20 23:00:00,62509,0,---,0,---,
9209,25,Leutstetten,Würm,2021-08-20 23:00:00,150,0,701,0,---,
9210,26,Hohenkammer,Glonn,2021-08-20 23:00:00,40,-1,233,0,---,
9211,27,Berg,Sempt,2021-08-20 23:00:00,64,0,348,0,---,
9212,28,Eschenlohe Brücke,Loisach,2021-08-20 23:00:00,141,0,193,0,---,
9213,29,Starnberg,Starnberger See,2021-08-20 23:00:00,58450,1,---,0,---,
9214,30,Eching,Windach,2021-08-20 23:00:00,71,-3,089,0,---,
9215,31,Oberfinning Speicherabgabe,Windach,2021-08-20 23:00:00,25,0,044,0,---,
9216,0,Sylvenstein,Isar,2021-08-19 00:00:00,260,0,228,0,---,
9217,1,Lenggries,Isar,2021-08-19 00:00:00,126,0,295,0,---,
9218,2,Bad Tölz Brücke,Isar,2021-08-19 00:00:00,73,-1,---,0,---,
9219,3,Puppling,Isar,2021-08-19 00:00:00,150,-1,612,0,---,
9220,4,München,Isar,2021-08-19 00:00:00,155,0,128,0,---,
9221,5,Freising,Isar,2021-08-19 00:00:00,58,-2,347,0,---,
9222,6,Landshut Birket,Isar,2021-08-19 00:00:00,152,-3,227,0,---,
9223,7,Landau,Isar,2021-08-19 00:00:00,144,0,273,0,---,
9224,8,Plattling,Isar,2021-08-19 00:00:00,230,0,247,0,---,
9225,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-19 00:00:00,107,0,107,0,---,
9226,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-19 00:00:00,165,-1,309,0,---,
9227,11,Schlehdorf,Loisach,2021-08-19 00:00:00,130,-2,346,0,---,
9228,12,Kochel,Loisach,2021-08-19 00:00:00,148,-8,831,0,---,
9229,13,Beuerberg,Loisach,2021-08-19 00:00:00,370,3,898,0,---,
9230,14,Partenkirchen (alt),Partnach,2021-08-19 00:00:00,58,0,547,0,---,
9231,15,Stegen,Ammersee,2021-08-19 00:00:00,53313,0,---,0,---,
9232,16,Stegen,Amper,2021-08-19 00:00:00,138,0,303,0,---,
9233,17,Fürstenfeldbruck,Amper,2021-08-19 00:00:00,96,-1,351,0,---,
9234,18,Ampermoching,Amper,2021-08-19 00:00:00,225,0,526,0,---,
9235,19,Inkofen,Amper,2021-08-19 00:00:00,128,-1,622,0,---,
9236,20,Oberammergau,Ammer,2021-08-19 00:00:00,52,0,454,0,---,
9237,21,Peißenberg,Ammer,2021-08-19 00:00:00,72,-1,871,0,---,
9238,22,Weilheim,Ammer,2021-08-19 00:00:00,63,0,161,0,---,
9239,23,Raisting,Rott,2021-08-19 00:00:00,45,0,062,0,---,
9240,24,Oberfinning Seepegel,Windachspeicher,2021-08-19 00:00:00,62510,0,---,0,---,
9241,25,Leutstetten,Würm,2021-08-19 00:00:00,153,0,741,0,---,
9242,26,Hohenkammer,Glonn,2021-08-19 00:00:00,45,4,288,0,---,
9243,27,Berg,Sempt,2021-08-19 00:00:00,66,0,371,0,---,
9244,28,Eschenlohe Brücke,Loisach,2021-08-19 00:00:00,147,1,222,0,---,
9245,29,Starnberg,Starnberger See,2021-08-19 00:00:00,58450,-1,---,0,---,
9246,30,Eching,Windach,2021-08-19 00:00:00,89,-4,226,0,---,
9247,31,Oberfinning Speicherabgabe,Windach,2021-08-19 00:00:00,38,0,111,0,---,
9248,0,Sylvenstein,Isar,2021-08-19 01:00:00,260,0,228,0,---,
9249,1,Lenggries,Isar,2021-08-19 01:00:00,126,-1,295,0,---,
9250,2,Bad Tölz Brücke,Isar,2021-08-19 01:00:00,73,0,---,0,---,
9251,3,Puppling,Isar,2021-08-19 01:00:00,150,0,612,0,---,
9252,4,München,Isar,2021-08-19 01:00:00,156,-1,130,0,---,
9253,5,Freising,Isar,2021-08-19 01:00:00,56,-3,333,0,---,
9254,6,Landshut Birket,Isar,2021-08-19 01:00:00,152,-3,227,0,---,
9255,7,Landau,Isar,2021-08-19 01:00:00,144,0,273,0,---,
9256,8,Plattling,Isar,2021-08-19 01:00:00,231,2,249,0,---,
9257,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-19 01:00:00,106,-1,104,0,---,
9258,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-19 01:00:00,165,0,309,0,---,
9259,11,Schlehdorf,Loisach,2021-08-19 01:00:00,129,-2,340,0,---,
9260,12,Kochel,Loisach,2021-08-19 01:00:00,134,-20,751,0,---,
9261,13,Beuerberg,Loisach,2021-08-19 01:00:00,370,1,898,0,---,
9262,14,Partenkirchen (alt),Partnach,2021-08-19 01:00:00,58,0,547,0,---,
9263,15,Stegen,Ammersee,2021-08-19 01:00:00,53312,-1,---,0,---,
9264,16,Stegen,Amper,2021-08-19 01:00:00,138,0,303,0,---,
9265,17,Fürstenfeldbruck,Amper,2021-08-19 01:00:00,96,-1,351,0,---,
9266,18,Ampermoching,Amper,2021-08-19 01:00:00,225,-1,526,0,---,
9267,19,Inkofen,Amper,2021-08-19 01:00:00,128,0,622,0,---,
9268,20,Oberammergau,Ammer,2021-08-19 01:00:00,52,-1,454,0,---,
9269,21,Peißenberg,Ammer,2021-08-19 01:00:00,71,-1,829,0,---,
9270,22,Weilheim,Ammer,2021-08-19 01:00:00,62,-1,156,0,---,
9271,23,Raisting,Rott,2021-08-19 01:00:00,44,-1,056,0,---,
9272,24,Oberfinning Seepegel,Windachspeicher,2021-08-19 01:00:00,62509,-1,---,0,---,
9273,25,Leutstetten,Würm,2021-08-19 01:00:00,153,0,741,0,---,
9274,26,Hohenkammer,Glonn,2021-08-19 01:00:00,47,6,313,0,---,
9275,27,Berg,Sempt,2021-08-19 01:00:00,66,0,371,0,---,
9276,28,Eschenlohe Brücke,Loisach,2021-08-19 01:00:00,147,-1,222,0,---,
9277,29,Starnberg,Starnberger See,2021-08-19 01:00:00,58450,-1,---,0,---,
9278,30,Eching,Windach,2021-08-19 01:00:00,90,5,235,0,---,
9279,31,Oberfinning Speicherabgabe,Windach,2021-08-19 01:00:00,38,0,111,0,---,
9280,0,Sylvenstein,Isar,2021-08-19 02:00:00,260,0,228,0,---,
9281,1,Lenggries,Isar,2021-08-19 02:00:00,126,0,295,0,---,
9282,2,Bad Tölz Brücke,Isar,2021-08-19 02:00:00,73,0,---,0,---,
9283,3,Puppling,Isar,2021-08-19 02:00:00,150,0,612,0,---,
9284,4,München,Isar,2021-08-19 02:00:00,157,2,131,0,---,
9285,5,Freising,Isar,2021-08-19 02:00:00,52,-6,304,0,---,
9286,6,Landshut Birket,Isar,2021-08-19 02:00:00,152,0,227,0,---,
9287,7,Landau,Isar,2021-08-19 02:00:00,142,-2,268,0,---,
9288,8,Plattling,Isar,2021-08-19 02:00:00,230,0,247,0,---,
9289,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-19 02:00:00,106,-1,104,0,---,
9290,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-19 02:00:00,165,0,309,0,---,
9291,11,Schlehdorf,Loisach,2021-08-19 02:00:00,128,-2,334,0,---,
9292,12,Kochel,Loisach,2021-08-19 02:00:00,121,-27,677,0,---,
9293,13,Beuerberg,Loisach,2021-08-19 02:00:00,370,0,898,0,---,
9294,14,Partenkirchen (alt),Partnach,2021-08-19 02:00:00,57,-1,520,0,---,
9295,15,Stegen,Ammersee,2021-08-19 02:00:00,53313,0,---,0,---,
9296,16,Stegen,Amper,2021-08-19 02:00:00,138,0,303,0,---,
9297,17,Fürstenfeldbruck,Amper,2021-08-19 02:00:00,95,-1,346,0,---,
9298,18,Ampermoching,Amper,2021-08-19 02:00:00,225,0,526,0,---,
9299,19,Inkofen,Amper,2021-08-19 02:00:00,127,-1,616,0,---,
9300,20,Oberammergau,Ammer,2021-08-19 02:00:00,52,0,454,0,---,
9301,21,Peißenberg,Ammer,2021-08-19 02:00:00,72,0,871,0,---,
9302,22,Weilheim,Ammer,2021-08-19 02:00:00,62,-1,156,0,---,
9303,23,Raisting,Rott,2021-08-19 02:00:00,44,-1,056,0,---,
9304,24,Oberfinning Seepegel,Windachspeicher,2021-08-19 02:00:00,62509,-1,---,0,---,
9305,25,Leutstetten,Würm,2021-08-19 02:00:00,153,0,741,0,---,
9306,26,Hohenkammer,Glonn,2021-08-19 02:00:00,46,1,301,0,---,
9307,27,Berg,Sempt,2021-08-19 02:00:00,66,0,371,0,---,
9308,28,Eschenlohe Brücke,Loisach,2021-08-19 02:00:00,147,0,222,0,---,
9309,29,Starnberg,Starnberger See,2021-08-19 02:00:00,58451,1,---,0,---,
9310,30,Eching,Windach,2021-08-19 02:00:00,89,0,226,0,---,
9311,31,Oberfinning Speicherabgabe,Windach,2021-08-19 02:00:00,37,-1,105,0,---,
9312,0,Sylvenstein,Isar,2021-08-19 03:00:00,260,0,228,0,---,
9313,1,Lenggries,Isar,2021-08-19 03:00:00,126,0,295,0,---,
9314,2,Bad Tölz Brücke,Isar,2021-08-19 03:00:00,72,-1,---,0,---,
9315,3,Puppling,Isar,2021-08-19 03:00:00,149,-1,602,0,---,
9316,4,München,Isar,2021-08-19 03:00:00,158,2,133,0,---,
9317,5,Freising,Isar,2021-08-19 03:00:00,50,-6,291,0,---,
9318,6,Landshut Birket,Isar,2021-08-19 03:00:00,151,-1,224,0,---,
9319,7,Landau,Isar,2021-08-19 03:00:00,143,-1,270,0,---,
9320,8,Plattling,Isar,2021-08-19 03:00:00,228,-3,244,0,---,
9321,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-19 03:00:00,106,0,104,0,---,
9322,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-19 03:00:00,165,0,309,0,---,
9323,11,Schlehdorf,Loisach,2021-08-19 03:00:00,127,-2,328,0,---,
9324,12,Kochel,Loisach,2021-08-19 03:00:00,115,-19,643,0,---,
9325,13,Beuerberg,Loisach,2021-08-19 03:00:00,368,-2,879,0,---,
9326,14,Partenkirchen (alt),Partnach,2021-08-19 03:00:00,57,-1,520,0,---,
9327,15,Stegen,Ammersee,2021-08-19 03:00:00,53313,1,---,0,---,
9328,16,Stegen,Amper,2021-08-19 03:00:00,138,0,303,0,---,
9329,17,Fürstenfeldbruck,Amper,2021-08-19 03:00:00,94,-2,341,0,---,
9330,18,Ampermoching,Amper,2021-08-19 03:00:00,225,0,526,0,---,
9331,19,Inkofen,Amper,2021-08-19 03:00:00,127,-1,616,0,---,
9332,20,Oberammergau,Ammer,2021-08-19 03:00:00,52,0,454,0,---,
9333,21,Peißenberg,Ammer,2021-08-19 03:00:00,71,0,829,0,---,
9334,22,Weilheim,Ammer,2021-08-19 03:00:00,61,-1,152,0,---,
9335,23,Raisting,Rott,2021-08-19 03:00:00,44,0,056,0,---,
9336,24,Oberfinning Seepegel,Windachspeicher,2021-08-19 03:00:00,62509,0,---,0,---,
9337,25,Leutstetten,Würm,2021-08-19 03:00:00,153,0,741,0,---,
9338,26,Hohenkammer,Glonn,2021-08-19 03:00:00,45,-2,288,0,---,
9339,27,Berg,Sempt,2021-08-19 03:00:00,66,0,371,0,---,
9340,28,Eschenlohe Brücke,Loisach,2021-08-19 03:00:00,146,-1,217,0,---,
9341,29,Starnberg,Starnberger See,2021-08-19 03:00:00,58451,1,---,0,---,
9342,30,Eching,Windach,2021-08-19 03:00:00,89,-1,226,0,---,
9343,31,Oberfinning Speicherabgabe,Windach,2021-08-19 03:00:00,37,-1,105,0,---,
9344,0,Sylvenstein,Isar,2021-08-19 04:00:00,260,0,228,0,---,
9345,1,Lenggries,Isar,2021-08-19 04:00:00,125,-1,286,0,---,
9346,2,Bad Tölz Brücke,Isar,2021-08-19 04:00:00,73,0,---,0,---,
9347,3,Puppling,Isar,2021-08-19 04:00:00,149,-1,602,0,---,
9348,4,München,Isar,2021-08-19 04:00:00,158,1,133,0,---,
